h,p_best_rate,popsize,shubert,mean,mad
11,0.08,64,244684.8,244684.8,0
15,0.84,64,244691.2,244691.2,0
6,0.16,64,244710.4,244710.4,0
10,0.19999999,64,244716.8,244716.8,0
23,0.92,64,244723.2,244723.2,0
12,0.32,64,244844.8,244844.8,0
21,0.08,64,244864,244864,0
16,0.48,64,244915.2,244915.2,0
21,0.43999997,64,244921.6,244921.6,0
18,0.96,64,244934.4,244934.4,0
16,0.43999997,64,244940.8,244940.8,0
15,0.23999998,64,245030.4,245030.4,0
3,0.19999999,64,245068.8,245068.8,0
14,0.23999998,64,245075.2,245075.2,0
18,0.35999998,64,245184,245184,0
7,0.04,64,245222.4,245222.4,0
17,0.43999997,64,245248,245248,0
24,0.08,64,245305.6,245305.6,0
11,0.12,64,245420.8,245420.8,0
20,0.23999998,64,245478.4,245478.4,0
9,0.16,64,245484.8,245484.8,0
23,0.12,64,245484.8,245484.8,0
14,1,64,245516.8,245516.8,0
11,0.32,64,245523.2,245523.2,0
20,0.76,64,245523.2,245523.2,0
7,0.6,64,245657.6,245657.6,0
13,0.04,64,245670.4,245670.4,0
21,0.35999998,64,245702.4,245702.4,0
19,0.19999999,64,245740.8,245740.8,0
21,0.32,64,245804.8,245804.8,0
17,0.6,64,245811.2,245811.2,0
22,0.56,64,245811.2,245811.2,0
23,0.6,64,245862.4,245862.4,0
21,0.39999998,64,245868.8,245868.8,0
17,0.48,64,245894.4,245894.4,0
9,0.39999998,64,245913.6,245913.6,0
9,0.48,64,245913.6,245913.6,0
23,0.08,64,245913.6,245913.6,0
7,0.64,64,245926.4,245926.4,0
7,0.08,64,245952,245952,0
16,0.68,64,245977.6,245977.6,0
13,0.19999999,64,245996.8,245996.8,0
17,0.39999998,64,246073.6,246073.6,0
9,0.92,64,246080,246080,0
12,0.68,64,246105.6,246105.6,0
8,0.16,64,246131.2,246131.2,0
12,0.16,64,246137.6,246137.6,0
15,0.35999998,64,246137.6,246137.6,0
5,0.19999999,64,246144,246144,0
10,0.68,64,246144,246144,0
18,0.43999997,64,246163.2,246163.2,0
2,0.08,64,246176,246176,0
14,0.19999999,64,246201.6,246201.6,0
24,0.04,64,246246.4,246246.4,0
4,0.48,64,246252.8,246252.8,0
11,0.72,64,246278.4,246278.4,0
20,0.08,64,246348.8,246348.8,0
13,0.72,64,246355.2,246355.2,0
20,0.28,64,246361.6,246361.6,0
3,0.28,64,246393.6,246393.6,0
22,0.43999997,64,246457.6,246457.6,0
24,0.88,64,246496,246496,0
18,0.8,64,246534.4,246534.4,0
21,0.68,64,246553.6,246553.6,0
11,0.04,64,246560,246560,0
21,0.84,64,246585.6,246585.6,0
13,0.64,64,246592,246592,0
14,0.52,64,246592,246592,0
15,0.72,64,246592,246592,0
7,0.12,64,246604.8,246604.8,0
19,0.28,64,246604.8,246604.8,0
7,0.16,64,246611.2,246611.2,0
24,0.28,64,246611.2,246611.2,0
12,0.43999997,64,246649.6,246649.6,0
5,0.43999997,64,246707.2,246707.2,0
20,0.56,64,246758.4,246758.4,0
8,0.88,64,246764.8,246764.8,0
16,0.28,64,246764.8,246764.8,0
20,0.16,64,246771.2,246771.2,0
17,0.23999998,64,246784,246784,0
21,0.23999998,64,246784,246784,0
9,0.08,64,246796.8,246796.8,0
19,0.23999998,64,246796.8,246796.8,0
22,0.08,64,246796.8,246796.8,0
23,0.72,64,246809.6,246809.6,0
23,0.52,64,246822.4,246822.4,0
18,0.6,64,246835.2,246835.2,0
6,0.04,64,246841.6,246841.6,0
6,0.48,64,246841.6,246841.6,0
20,0.04,64,246873.6,246873.6,0
7,0.39999998,64,246880,246880,0
16,0.16,64,246892.8,246892.8,0
20,0.43999997,64,246912,246912,0
14,0.56,64,246937.6,246937.6,0
8,0.6,64,246944,246944,0
15,0.19999999,64,246950.4,246950.4,0
4,0.35999998,64,247001.6,247001.6,0
10,0.16,64,247091.2,247091.2,0
12,0.19999999,64,247097.6,247097.6,0
1,0.68,64,247104,247104,0
7,0.76,64,247104,247104,0
24,0.35999998,64,247104,247104,0
10,0.23999998,64,247129.6,247129.6,0
11,0.68,64,247136,247136,0
4,0.76,64,247142.4,247142.4,0
8,0.28,64,247142.4,247142.4,0
22,0.6,64,247155.2,247155.2,0
7,0.23999998,64,247161.6,247161.6,0
14,0.68,64,247161.6,247161.6,0
14,0.16,64,247168,247168,0
18,0.39999998,64,247168,247168,0
22,0.48,64,247168,247168,0
3,0.04,64,247180.8,247180.8,0
6,0.43999997,64,247187.2,247187.2,0
21,0.96,64,247193.6,247193.6,0
12,0.52,64,247238.4,247238.4,0
11,0.16,64,247276.8,247276.8,0
13,0.16,64,247283.2,247283.2,0
19,0.96,64,247283.2,247283.2,0
16,0.84,64,247296,247296,0
15,0.52,64,247328,247328,0
17,0.16,64,247328,247328,0
10,0.12,64,247347.2,247347.2,0
19,0.12,64,247404.8,247404.8,0
3,0.08,64,247424,247424,0
24,0.52,64,247436.8,247436.8,0
7,0.32,64,247456,247456,0
15,0.32,64,247475.2,247475.2,0
22,0.12,64,247481.6,247481.6,0
4,0.32,64,247488,247488,0
8,0.23999998,64,247500.8,247500.8,0
10,0.92,64,247507.2,247507.2,0
21,0.56,64,247526.4,247526.4,0
19,0.72,64,247532.8,247532.8,0
22,0.32,64,247552,247552,0
24,0.84,64,247552,247552,0
5,0.23999998,64,247577.6,247577.6,0
18,0.88,64,247584,247584,0
8,0.39999998,64,247641.6,247641.6,0
4,0.88,64,247654.4,247654.4,0
14,0.39999998,64,247660.8,247660.8,0
17,0.64,64,247667.2,247667.2,0
23,0.28,64,247686.4,247686.4,0
11,0.19999999,64,247705.6,247705.6,0
18,1,64,247744,247744,0
2,0.52,64,247769.6,247769.6,0
8,0.32,64,247769.6,247769.6,0
23,0.35999998,64,247769.6,247769.6,0
15,0.43999997,64,247776,247776,0
17,0.88,64,247776,247776,0
11,0.43999997,64,247788.8,247788.8,0
24,0.56,64,247801.6,247801.6,0
17,0.12,64,247808,247808,0
3,0.16,64,247814.4,247814.4,0
8,1,64,247814.4,247814.4,0
17,0.35999998,64,247814.4,247814.4,0
2,0.04,64,247833.6,247833.6,0
5,0.35999998,64,247846.4,247846.4,0
16,0.8,64,247891.2,247891.2,0
4,0.28,64,247897.6,247897.6,0
18,0.08,64,247897.6,247897.6,0
22,0.76,64,247916.8,247916.8,0
6,0.35999998,64,247923.2,247923.2,0
15,0.76,64,247948.8,247948.8,0
14,0.35999998,64,247955.2,247955.2,0
5,1,64,247968,247968,0
6,0.08,64,247974.4,247974.4,0
18,0.32,64,248000,248000,0
9,0.6,64,248025.6,248025.6,0
9,0.28,64,248083.2,248083.2,0
5,0.08,64,248096,248096,0
16,0.35999998,64,248096,248096,0
5,0.39999998,64,248108.8,248108.8,0
18,0.23999998,64,248115.2,248115.2,0
10,0.6,64,248121.6,248121.6,0
10,0.48,64,248128,248128,0
4,0.19999999,64,248134.4,248134.4,0
20,0.32,64,248134.4,248134.4,0
7,0.43999997,64,248140.8,248140.8,0
20,0.12,64,248140.8,248140.8,0
22,0.35999998,64,248140.8,248140.8,0
15,0.48,64,248160,248160,0
19,0.39999998,64,248179.2,248179.2,0
6,0.88,64,248192,248192,0
3,0.43999997,64,248224,248224,0
22,0.84,64,248230.4,248230.4,0
7,0.35999998,64,248243.2,248243.2,0
23,0.64,64,248249.6,248249.6,0
6,0.19999999,64,248256,248256,0
19,0.48,64,248268.8,248268.8,0
13,0.6,64,248294.4,248294.4,0
16,0.08,64,248294.4,248294.4,0
18,0.68,64,248300.8,248300.8,0
10,0.43999997,64,248332.8,248332.8,0
20,0.39999998,64,248345.6,248345.6,0
14,0.28,64,248390.4,248390.4,0
16,0.39999998,64,248396.8,248396.8,0
21,0.76,64,248416,248416,0
15,0.64,64,248454.4,248454.4,0
8,0.72,64,248467.2,248467.2,0
16,0.12,64,248480,248480,0
16,0.64,64,248512,248512,0
11,0.39999998,64,248537.6,248537.6,0
15,0.39999998,64,248588.8,248588.8,0
9,0.43999997,64,248595.2,248595.2,0
6,0.32,64,248633.6,248633.6,0
13,0.35999998,64,248640,248640,0
18,0.16,64,248640,248640,0
21,0.72,64,248652.8,248652.8,0
16,1,64,248659.2,248659.2,0
3,0.84,64,248697.6,248697.6,0
1,0.04,64,248742.4,248742.4,0
19,0.08,64,248748.8,248748.8,0
10,0.52,64,248774.4,248774.4,0
21,0.28,64,248774.4,248774.4,0
22,0.8,64,248787.2,248787.2,0
22,0.23999998,64,248793.6,248793.6,0
20,0.8,64,248800,248800,0
24,0.43999997,64,248819.2,248819.2,0
8,0.64,64,248832,248832,0
19,0.56,64,248832,248832,0
16,0.23999998,64,248889.6,248889.6,0
6,0.68,64,248960,248960,0
17,0.19999999,64,248979.2,248979.2,0
1,0.08,64,248992,248992,0
15,1,64,249011.2,249011.2,0
17,0.84,64,249017.6,249017.6,0
9,0.64,64,249024,249024,0
10,0.35999998,64,249030.4,249030.4,0
12,0.48,64,249043.2,249043.2,0
9,0.23999998,64,249062.4,249062.4,0
4,0.64,64,249081.6,249081.6,0
19,0.16,64,249081.6,249081.6,0
18,0.76,64,249088,249088,0
17,0.76,64,249145.6,249145.6,0
23,0.68,64,249171.2,249171.2,0
24,0.19999999,64,249171.2,249171.2,0
14,0.84,64,249209.6,249209.6,0
21,0.52,64,249216,249216,0
11,0.92,64,249222.4,249222.4,0
15,0.28,64,249235.2,249235.2,0
4,0.16,64,249241.6,249241.6,0
23,0.56,64,249248,249248,0
6,0.6,64,249260.8,249260.8,0
24,0.39999998,64,249260.8,249260.8,0
14,0.48,64,249299.2,249299.2,0
24,0.8,64,249305.6,249305.6,0
2,0.43999997,64,249318.4,249318.4,0
9,0.35999998,64,249324.8,249324.8,0
14,0.32,64,249324.8,249324.8,0
8,0.76,64,249337.6,249337.6,0
5,0.52,64,249350.4,249350.4,0
6,0.28,64,249363.2,249363.2,0
4,0.43999997,64,249369.6,249369.6,0
8,0.35999998,64,249376,249376,0
22,0.28,64,249395.2,249395.2,0
16,0.96,64,249401.6,249401.6,0
1,0.35999998,64,249408,249408,0
11,0.76,64,249433.6,249433.6,0
10,0.32,64,249491.2,249491.2,0
12,0.84,64,249491.2,249491.2,0
12,0.04,64,249504,249504,0
23,0.23999998,64,249516.8,249516.8,0
13,0.52,64,249523.2,249523.2,0
2,0.16,64,249529.6,249529.6,0
2,0.72,64,249529.6,249529.6,0
17,0.28,64,249561.6,249561.6,0
9,0.32,64,249593.6,249593.6,0
23,0.43999997,64,249593.6,249593.6,0
3,0.48,64,249619.2,249619.2,0
16,0.76,64,249638.4,249638.4,0
23,0.39999998,64,249638.4,249638.4,0
13,0.88,64,249664,249664,0
8,0.52,64,249670.4,249670.4,0
11,0.35999998,64,249676.8,249676.8,0
22,0.39999998,64,249676.8,249676.8,0
14,0.64,64,249689.6,249689.6,0
6,0.12,64,249696,249696,0
21,0.48,64,249708.8,249708.8,0
23,0.76,64,249708.8,249708.8,0
17,0.52,64,249747.2,249747.2,0
19,1,64,249747.2,249747.2,0
5,0.84,64,249753.6,249753.6,0
9,0.12,64,249785.6,249785.6,0
20,0.64,64,249817.6,249817.6,0
3,0.23999998,64,249856,249856,0
21,0.8,64,249875.2,249875.2,0
15,0.68,64,249881.6,249881.6,0
13,0.48,64,249894.4,249894.4,0
2,0.92,64,249913.6,249913.6,0
14,0.6,64,249920,249920,0
13,0.68,64,249926.4,249926.4,0
10,0.76,64,249945.6,249945.6,0
22,1,64,249952,249952,0
18,0.28,64,249971.2,249971.2,0
17,0.32,64,249990.4,249990.4,0
22,0.72,64,249990.4,249990.4,0
5,0.48,64,250048,250048,0
18,0.84,64,250054.4,250054.4,0
21,0.64,64,250105.6,250105.6,0
5,0.68,64,250112,250112,0
23,0.32,64,250182.4,250182.4,0
16,0.88,64,250201.6,250201.6,0
8,0.84,64,250227.2,250227.2,0
16,0.6,64,250227.2,250227.2,0
19,0.6,64,250227.2,250227.2,0
10,0.56,64,250240,250240,0
7,0.56,64,250246.4,250246.4,0
13,0.32,64,250272,250272,0
7,1,64,250278.4,250278.4,0
13,0.43999997,64,250278.4,250278.4,0
22,0.88,64,250278.4,250278.4,0
24,0.32,64,250348.8,250348.8,0
6,0.23999998,64,250400,250400,0
4,0.6,64,250406.4,250406.4,0
11,0.52,64,250419.2,250419.2,0
9,0.76,64,250432,250432,0
3,0.96,64,250451.2,250451.2,0
9,0.68,64,250470.4,250470.4,0
15,0.56,64,250470.4,250470.4,0
2,0.12,64,250483.2,250483.2,0
19,0.8,64,250483.2,250483.2,0
5,0.72,64,250489.6,250489.6,0
9,0.84,64,250508.8,250508.8,0
20,0.6,64,250515.2,250515.2,0
24,0.92,64,250528,250528,0
14,0.76,64,250540.8,250540.8,0
23,0.84,64,250540.8,250540.8,0
9,0.88,64,250553.6,250553.6,0
9,0.72,64,250560,250560,0
13,0.56,64,250560,250560,0
20,0.48,64,250611.2,250611.2,0
15,0.92,64,250617.6,250617.6,0
11,0.88,64,250624,250624,0
24,1,64,250624,250624,0
12,0.64,64,250643.2,250643.2,0
19,0.35999998,64,250662.4,250662.4,0
6,0.92,64,250668.8,250668.8,0
11,0.6,64,250700.8,250700.8,0
20,0.96,64,250700.8,250700.8,0
24,0.6,64,250720,250720,0
15,0.88,64,250732.8,250732.8,0
13,0.39999998,64,250764.8,250764.8,0
19,0.52,64,250784,250784,0
22,0.64,64,250784,250784,0
7,0.92,64,250796.8,250796.8,0
8,0.92,64,250809.6,250809.6,0
19,0.76,64,250809.6,250809.6,0
10,0.64,64,250835.2,250835.2,0
18,0.64,64,250860.8,250860.8,0
15,0.96,64,250873.6,250873.6,0
2,0.35999998,64,250905.6,250905.6,0
23,0.48,64,250905.6,250905.6,0
5,0.32,64,250912,250912,0
5,0.28,64,250944,250944,0
22,0.68,64,250963.2,250963.2,0
12,0.39999998,64,250976,250976,0
13,0.84,64,250976,250976,0
5,0.88,64,250988.8,250988.8,0
11,0.23999998,64,251001.6,251001.6,0
24,0.68,64,251008,251008,0
21,0.19999999,64,251033.6,251033.6,0
24,0.76,64,251033.6,251033.6,0
19,0.92,64,251052.8,251052.8,0
4,0.96,64,251059.2,251059.2,0
22,0.16,64,251065.6,251065.6,0
12,0.6,64,251110.4,251110.4,0
12,0.8,64,251116.8,251116.8,0
17,1,64,251129.6,251129.6,0
6,0.76,64,251136,251136,0
12,0.72,64,251136,251136,0
18,0.52,64,251174.4,251174.4,0
20,0.52,64,251174.4,251174.4,0
20,0.92,64,251193.6,251193.6,0
4,0.72,64,251200,251200,0
9,0.52,64,251212.8,251212.8,0
21,0.6,64,251264,251264,0
10,0.39999998,64,251296,251296,0
7,0.48,64,251308.8,251308.8,0
24,0.64,64,251334.4,251334.4,0
10,0.72,64,251347.2,251347.2,0
19,0.68,64,251353.6,251353.6,0
13,0.96,64,251366.4,251366.4,0
14,0.92,64,251372.8,251372.8,0
4,1,64,251398.4,251398.4,0
6,0.72,64,251500.8,251500.8,0
12,0.88,64,251500.8,251500.8,0
15,0.6,64,251545.6,251545.6,0
18,0.72,64,251558.4,251558.4,0
14,0.8,64,251564.8,251564.8,0
14,0.72,64,251596.8,251596.8,0
5,0.12,64,251622.4,251622.4,0
10,0.28,64,251628.8,251628.8,0
13,0.76,64,251654.4,251654.4,0
5,0.64,64,251667.2,251667.2,0
24,0.96,64,251667.2,251667.2,0
6,0.56,64,251731.2,251731.2,0
11,1,64,251744,251744,0
14,0.96,64,251808,251808,0
3,0.35999998,64,251852.8,251852.8,0
17,0.56,64,251878.4,251878.4,0
2,0.39999998,64,251897.6,251897.6,0
11,0.84,64,251904,251904,0
13,0.28,64,251916.8,251916.8,0
4,0.39999998,64,251948.8,251948.8,0
12,0.96,64,251961.6,251961.6,0
1,0.52,64,251968,251968,0
5,0.56,64,251987.2,251987.2,0
11,0.96,64,252076.8,252076.8,0
6,0.64,64,252083.2,252083.2,0
15,0.16,64,252153.6,252153.6,0
21,0.92,64,252153.6,252153.6,0
10,0.96,64,252160,252160,0
6,0.8,64,252166.4,252166.4,0
7,0.84,64,252211.2,252211.2,0
1,0.48,64,252217.6,252217.6,0
3,0.6,64,252230.4,252230.4,0
13,0.8,64,252236.8,252236.8,0
6,0.52,64,252262.4,252262.4,0
10,0.88,64,252262.4,252262.4,0
9,0.56,64,252307.2,252307.2,0
5,0.92,64,252313.6,252313.6,0
20,0.88,64,252326.4,252326.4,0
3,0.32,64,252332.8,252332.8,0
11,0.64,64,252377.6,252377.6,0
23,0.8,64,252384,252384,0
3,1,64,252403.2,252403.2,0
14,0.88,64,252448,252448,0
18,0.48,64,252467.2,252467.2,0
16,0.92,64,252505.6,252505.6,0
22,0.92,64,252512,252512,0
23,0.88,64,252518.4,252518.4,0
4,0.52,64,252524.8,252524.8,0
6,0.39999998,64,252601.6,252601.6,0
2,1,64,252620.8,252620.8,0
3,0.68,64,252672,252672,0
1,0.19999999,64,252684.8,252684.8,0
3,0.8,64,252716.8,252716.8,0
21,0.88,64,252768,252768,0
24,0.48,64,252806.4,252806.4,0
2,0.28,64,252883.2,252883.2,0
7,0.8,64,252883.2,252883.2,0
13,0.92,64,252889.6,252889.6,0
3,0.56,64,252960,252960,0
2,0.19999999,64,252992,252992,0
2,0.32,64,253017.6,253017.6,0
7,0.52,64,253024,253024,0
17,0.8,64,253030.4,253030.4,0
20,0.72,64,253056,253056,0
20,1,64,253062.4,253062.4,0
7,0.88,64,253068.8,253068.8,0
11,0.28,64,253068.8,253068.8,0
2,0.6,64,253075.2,253075.2,0
7,0.28,64,253107.2,253107.2,0
3,0.64,64,253126.4,253126.4,0
18,0.56,64,253164.8,253164.8,0
9,0.8,64,253190.4,253190.4,0
16,0.52,64,253222.4,253222.4,0
16,0.56,64,253241.6,253241.6,0
2,0.96,64,253267.2,253267.2,0
6,0.96,64,253280,253280,0
22,0.52,64,253369.6,253369.6,0
24,0.72,64,253382.4,253382.4,0
11,0.48,64,253388.8,253388.8,0
21,1,64,253414.4,253414.4,0
6,1,64,253574.4,253574.4,0
17,0.72,64,253587.2,253587.2,0
23,0.96,64,253587.2,253587.2,0
20,0.68,64,253715.2,253715.2,0
9,0.96,64,253728,253728,0
11,0.56,64,253734.4,253734.4,0
20,0.35999998,64,253766.4,253766.4,0
20,0.84,64,253779.2,253779.2,0
12,0.76,64,253888,253888,0
12,1,64,253977.6,253977.6,0
17,0.92,64,254016,254016,0
3,0.72,64,254297.6,254297.6,0
6,0.84,64,254310.4,254310.4,0
7,0.72,64,254355.2,254355.2,0
17,0.96,64,254419.2,254419.2,0
10,0.84,64,254515.2,254515.2,0
4,0.92,64,254579.2,254579.2,0
9,1,64,254662.4,254662.4,0
1,0.64,64,254700.8,254700.8,0
19,0.84,64,254713.6,254713.6,0
8,0.96,64,254739.2,254739.2,0
2,0.84,64,254848,254848,0
2,0.8,64,254912,254912,0
4,0.68,64,254918.4,254918.4,0
2,0.88,64,254937.6,254937.6,0
16,0.72,64,254963.2,254963.2,0
2,0.68,64,255027.2,255027.2,0
8,0.8,64,255110.4,255110.4,0
22,0.96,64,255148.8,255148.8,0
2,0.64,64,255168,255168,0
4,0.84,64,255232,255232,0
1,1,64,255270.4,255270.4,0
19,0.64,64,255308.8,255308.8,0
7,0.96,64,255340.8,255340.8,0
12,0.56,64,255411.2,255411.2,0
1,0.56,64,255481.6,255481.6,0
5,0.8,64,255552,255552,0
4,0.56,64,255731.2,255731.2,0
23,1,64,255878.4,255878.4,0
1,0.28,64,255904,255904,0
8,0.68,64,255904,255904,0
18,0.92,64,255910.4,255910.4,0
11,0.8,64,255948.8,255948.8,0
1,0.43999997,64,255961.6,255961.6,0
4,0.8,64,256192,256192,0
1,0.12,64,256236.8,256236.8,0
13,1,64,256320,256320,0
2,0.23999998,64,256460.8,256460.8,0
3,0.92,64,256627.2,256627.2,0
1,0.32,64,256678.4,256678.4,0
1,0.92,64,256697.6,256697.6,0
5,0.6,64,256716.8,256716.8,0
17,0.68,64,256800,256800,0
1,0.88,64,257043.2,257043.2,0
2,0.76,64,257529.6,257529.6,0
3,0.39999998,64,257548.8,257548.8,0
2,0.48,64,257740.8,257740.8,0
1,0.84,64,258035.2,258035.2,0
5,0.96,64,258067.2,258067.2,0
1,0.39999998,64,258233.6,258233.6,0
3,0.52,64,258252.8,258252.8,0
3,0.76,64,258368,258368,0
1,0.6,64,258726.4,258726.4,0
1,0.76,64,259219.2,259219.2,0
1,0.96,64,259494.4,259494.4,0
1,0.8,64,260908.8,260908.8,0
1,0.72,64,261113.6,261113.6,0
